"product_tag_id","product_id","tag_id"
"179","33","17"
"180","774","63"
"181","295","44"
"182","224","173"
"183","867","98"
"184","739","187"
"185","191","33"
"186","627","12"
"187","86","61"
"188","370","14"
"189","23","168"
"190","775","173"
"191","491","74"
"192","950","98"
"193","534","63"
"194","81","195"
"195","3","61"
"196","495","56"
"197","700","117"
"198","642","173"
"199","34","104"
"200","813","73"
"201","140","63"
"202","275","74"
"203","284","105"
"204","166","17"
"205","631","14"
"206","244","34"
"207","980","74"
"208","41","121"
"209","398","148"
"210","347","201"
"211","560","17"
"212","639","98"
"213","845","63"
"214","377","180"
"215","953","4"
"216","686","103"
"217","806","99"
"218","4","148"
"219","954","17"
"220","426","113"
"221","240","178"
"222","91","173"
"223","367","105"
"224","296","191"
"225","451","63"
"226","762","63"
"227","879","98"
"228","307","44"
"229","839","110"
"230","465","14"
"231","87","148"
"232","8","173"
"233","154","14"
"234","346","74"
"235","643","17"
"236","512","105"
"237","368","63"
"238","859","14"
"239","625","61"
"240","17","98"
"241","906","105"
"242","337","0"
"243","874","178"
"244","630","173"
"245","171","106"
"246","332","17"
"247","201","105"
"248","568","98"
"249","867","75"
"250","542","61"
"251","546","172"
"252","962","98"
"253","35","74"
"254","156","134"
"255","319","173"
"256","883","17"
"257","247","195"
"258","558","3"
"259","135","14"
"260","713","61"
"261","938","195"
"262","503","200"
"263","76","195"
"264","85","180"
"265","736","63"
"266","840","14"
"267","722","115"
"268","383","173"
"269","529","14"
"270","268","17"
"271","387","195"
"272","397","98"
"273","414","4"
"274","181","41"
"275","245","61"
"276","750","57"
"277","496","63"
"278","662","17"
"279","370","74"
"280","791","98"
"281","57","192"
"282","49","148"
"283","95","106"
"284","764","74"
"285","480","98"
"286","653","109"
"287","851","73"
"288","291","165"
"289","480","121"
"290","93","55"
"291","712","143"
"292","851","173"
"293","710","195"
"294","778","68"
"295","217","173"
"296","477","106"
"297","784","61"
"298","980","200"
"299","5","195"
"300","611","173"
"301","56","105"
"302","47","74"
"303","757","14"
"304","178","83"
"305","169","98"
"306","473","61"
"307","443","148"
"308","820","4"
"309","97","180"
"310","838","66"
"311","423","12"
"312","916","34"
"313","441","74"
"314","724","63"
"315","973","140"
"316","563","98"
"317","793","195"
"318","528","173"
"319","433","153"
"320","985","17"
"321","399","195"
"322","579","140"
"323","296","105"
"324","173","17"
"325","47","200"
"326","803","98"
"327","912","178"
"328","816","148"
"329","509","4"
"330","61","171"
"331","789","173"
"332","655","57"
"333","95","26"
"334","696","121"
"335","501","106"
"336","325","146"
"337","88","195"
"338","230","14"
"339","565","172"
"340","852","14"
"341","706","173"
"342","767","66"
"343","688","34"
"344","952","63"
"345","1","173"
"346","697","165"
"347","492","98"
"348","505","148"
"349","722","195"
"350","181","98"
"351","618","61"
"352","474","105"
"353","290","178"
"354","385","52"
"355","401","63"
"356","886","98"
"357","171","195"
"358","807","17"
"359","684","178"
"360","413","86"
"361","149","134"
"362","575","98"
"363","631","91"
"364","612","14"
"365","59","74"
"366","496","17"
"367","301","14"
"368","21","57"
"369","969","98"
"370","589","12"
"371","312","173"
"372","203","179"
"373","314","44"
"374","712","63"
"375","617","34"
"376","151","105"
"377","494","195"
"378","829","12"
"379","264","98"
"380","72","173"
"381","277","148"
"382","689","61"
"383","543","128"
"384","536","74"
"385","218","14"
"386","623","173"
"387","100","195"
"388","579","17"
"389","658","98"
"390","813","110"
"391","686","63"
"392","601","98"
"393","433","10"
"394","467","148"
"395","490","173"
"396","292","63"
"397","329","105"
"398","884","173"
"399","59","200"
"400","318","17"
"401","636","14"
"402","841","98"
"403","36","121"
"404","396","14"
"405","974","61"
"406","603","86"
"407","444","29"
"408","880","105"
"409","389","57"
"410","842","191"
"411","997","63"
"412","126","195"
"413","960","153"
"414","947","14"
"415","801","173"
"416","96","173"
"417","4","48"
"418","684","12"
"419","914","63"
"420","401","17"
"421","313","14"
"422","543","111"
"423","37","39"
"424","718","173"
"425","760","195"
"426","508","172"
"427","580","61"
"428","795","17"
"429","334","68"
"430","707","14"
"431","924","98"
"432","557","105"
"433","478","173"
"434","613","98"
"435","218","140"
"436","484","17"
"437","287","123"
"438","417","68"
"439","225","91"
"440","518","178"
"441","221","132"
"442","161","134"
"443","197","172"
"444","831","63"
"445","928","17"
"446","61","148"
"447","896","173"
"448","721","111"
"449","280","63"
"450","223","17"
"451","843","195"
"452","651","61"
"453","696","98"
"454","313","140"
"455","661","136"
"456","372","148"
"457","585","173"
"458","745","180"
"459","259","95"
"460","427","183"
"461","197","63"
"462","385","98"
"463","21","74"
"464","153","179"
"465","802","14"
"466","276","144"
"467","502","173"
"468","926","195"
"469","975","105"
"470","554","153"
"471","661","199"
"472","230","140"
"473","139","122"
"474","700","17"
"475","361","52"
"476","508","63"
"477","262","173"
"478","74","98"
"479","76","132"
"480","954","74"
"481","209","172"
"482","615","195"
"483","664","191"
"484","468","98"
"485","258","105"
"486","984","73"
"487","325","14"
"488","423","178"
"489","179","173"
"490","157","98"
"491","213","91"
"492","940","17"
"493","591","0"
"494","573","173"
"495","719","14"
"496","322","22"
"497","855","195"
"498","72","127"
"499","105","61"
"500","325","17"
"501","563","35"
"502","737","10"
"503","453","34"
"504","794","173"
"505","995","195"
"506","436","105"
"507","143","98"
"508","427","74"
"509","710","132"
"510","647","76"
"511","554","173"
"512","536","34"
"513","949","191"
"514","537","98"
"515","235","83"
"516","408","17"
"517","545","165"
"518","931","98"
"519","519","105"
"520","967","61"
"521","243","173"
"522","261","143"
"523","97","17"
"524","910","44"
"525","327","68"
"526","95","43"
"527","401","183"
"528","809","74"
"529","288","144"
"530","957","89"
"531","456","195"
"532","226","98"
"533","865","173"
"534","617","14"
"535","306","14"
"536","189","148"
"537","79","1"
"538","767","195"
"539","61","131"
"540","62","195"
"541","620","98"
"542","782","173"
"543","928","14"
"544","33","166"
"545","548","180"
"546","719","140"
"547","712","83"
"548","309","98"
"549","32","156"
"550","591","123"
"551","435","187"
"552","429","148"
"553","353","105"
"554","860","98"
"555","325","140"
"556","781","63"
"557","850","195"
"558","731","17"
"559","471","173"
"560","561","61"
"561","805","132"
"562","166","20"
"563","338","173"
"564","585","176"
"565","842","105"
"566","855","178"
"567","539","195"
"568","873","148"
"569","167","153"
"570","184","59"
"571","255","73"
"572","484","14"
"573","889","173"
"574","598","57"
"575","250","61"
"576","549","98"
"577","255","173"
"578","942","134"
"579","94","148"
"580","347","12"
"581","81","98"
"582","237","34"
"583","365","74"
"584","956","148"
"585","864","17"
"586","943","98"
"587","631","34"
"588","10","61"
"589","632","98"
"590","622","172"
"591","2","17"
"592","220","105"
"593","147","63"
"594","407","153"
"595","458","63"
"596","233","178"
"597","303","191"
"598","632","61"
"599","510","74"
"600","161","14"
"601","566","173"
"602","645","148"
"603","242","17"
"604","712","14"
"605","670","121"
"606","483","173"
"607","723","165"
"608","10","98"
"609","300","44"
"610","769","63"
"611","728","148"
"612","636","17"
"613","877","173"
"614","238","61"
"615","886","12"
"616","513","29"
"617","15","173"
"618","291","105"
"619","934","176"
"620","347","98"
"621","750","83"
"622","744","173"
"623","183","195"
"624","218","17"
"625","505","68"
"626","432","63"
"627","743","86"
"628","540","176"
"629","30","165"
"630","926","92"
"631","432","86"
"632","513","12"
"633","743","63"
"634","28","14"
"635","524","148"
"636","433","173"
"637","945","26"
"638","349","63"
"639","36","98"
"640","650","14"
"641","339","14"
"642","458","17"
"643","577","195"
"644","119","98"
"645","972","173"
"646","532","178"
"647","184","182"
"648","614","105"
"649","54","74"
"650","660","63"
"651","834","61"
"652","981","98"
"653","312","90"
"654","971","63"
"655","128","83"
"656","204","86"
"657","670","98"
"658","256","14"
"659","661","173"
"660","296","148"
"661","639","95"
"662","420","63"
"663","85","200"
"664","594","61"
"665","221","178"
"666","826","140"
"667","878","14"
"668","9","57"
"669","122","4"
"670","909","180"
"671","421","173"
"672","359","98"
"673","48","98"
"674","512","148"
"675","608","12"
"676","731","63"
"677","983","195"
"678","442","98"
"679","337","63"
"680","822","61"
"681","196","165"
"682","649","127"
"683","836","98"
"684","648","63"
"685","363","17"
"686","672","195"
"687","905","178"
"688","117","61"
"689","196","142"
"690","351","14"
"691","472","74"
"692","756","173"
"693","581","134"
"694","757","17"
"695","40","14"
"696","254","63"
"697","131","98"
"698","599","4"
"699","511","61"
"700","745","14"
"701","662","14"
"702","913","165"
"703","266","86"
"704","959","63"
"705","525","98"
"706","681","34"
"707","446","17"
"708","684","132"
"709","428","61"
"710","214","98"
"711","180","200"
"712","379","128"
"713","595","148"
"714","205","173"
"715","565","63"
"716","410","191"
"717","135","17"
"718","765","98"
"719","839","153"
"720","900","172"
"721","579","14"
"722","700","74"
"723","519","165"
"724","686","17"
"725","268","14"
"726","242","169"
"727","50","195"
"728","973","14"
"729","264","118"
"730","154","140"
"731","776","17"
"732","227","191"
"733","721","28"
"734","2","57"
"735","186","173"
"736","873","88"
"737","71","17"
"738","29","104"
"739","52","83"
"740","168","134"
"741","868","148"
"742","48","61"
"743","236","176"
"744","594","98"
"745","741","195"
"746","873","134"
"747","332","14"
"748","737","173"
"749","465","17"
"750","810","178"
"751","799","165"
"752","103","173"
"753","954","14"
"754","119","195"
"755","997","106"
"756","702","48"
"757","703","12"
"758","430","195"
"759","154","17"
"760","643","14"
"761","497","173"
"762","283","98"
"763","567","74"
"764","437","29"
"765","881","155"
"766","537","12"
"767","677","98"
"768","44","39"
"769","122","7"
"770","366","98"
"771","797","148"
"772","253","105"
"773","808","173"
"774","848","12"
"775","560","14"
"776","898","61"
"777","917","98"
"778","331","173"
"779","18","148"
"780","320","14"
"781","190","172"
"782","244","74"
"783","380","115"
"784","921","63"
"785","871","14"
"786","991","10"
"787","545","182"
"788","486","148"
"789","55","98"
"790","864","57"
"791","975","68"
"792","64","83"
"793","28","74"
"794","738","14"
"795","592","173"
"796","449","98"
"797","836","195"
"798","715","178"
"799","101","102"
"800","583","165"
"801","504","61"
"802","404","178"
"803","444","63"
"804","138","98"
"805","761","182"
"806","1000","98"
"807","68","148"
"808","689","98"
"809","325","103"
"810","216","166"
"811","541","57"
"812","491","34"
"813","102","43"
"814","248","176"
"815","277","105"
"816","610","17"
"817","344","14"
"818","151","148"
"819","755","63"
"820","815","61"
"821","111","74"
"822","671","105"
"823","265","105"
"824","90","43"
"825","283","144"
"826","378","98"
"827","487","178"
"828","204","63"
"829","943","12"
"830","22","121"
"831","659","105"
"832","67","98"
"833","360","191"
"834","515","63"
"835","141","153"
"836","392","12"
"837","57","195"
"838","693","17"
"839","772","98"
"840","461","98"
"841","365","68"
"842","54","154"
"843","132","122"
"844","492","61"
"845","726","14"
"846","415","14"
"847","426","173"
"848","823","165"
"849","382","17"
"850","615","106"
"851","339","74"
"852","344","0"
"853","202","172"
"854","20","50"
"855","282","14"
"856","118","111"
"857","860","61"
"858","705","189"
"859","671","122"
"860","680","153"
"861","634","195"
"862","955","98"
"863","826","17"
"864","728","191"
"865","113","148"
"866","123","74"
"867","833","14"
"868","240","195"
"869","687","173"
"870","406","132"
"871","828","74"
"872","652","188"
"873","475","115"
"874","517","74"
"875","153","73"
"876","604","173"
"877","199","14"
"878","874","195"
"879","909","17"
"880","174","41"
"881","176","98"
"882","332","180"
"883","406","195"
"884","39","156"
"885","727","98"
"886","364","173"
"887","926","192"
"888","862","172"
"889","332","140"
"890","529","34"
"891","12","195"
"892","915","173"
"893","360","105"
"894","890","200"
"895","747","148"
"896","777","61"
"897","415","140"
"898","812","132"
"899","570","12"
"900","416","98"
"901","427","14"
"902","54","131"
"903","957","195"
"904","731","166"
"905","775","73"
"906","681","17"
"907","429","48"
"908","821","14"
"909","104","180"
"910","40","74"
"911","95","195"
"912","963","148"
"913","499","98"
"914","688","14"
"915","454","61"
"916","692","176"
"917","891","41"
"918","893","98"
"919","281","150"
"920","388","173"
"921","668","153"
"922","902","106"
"923","741","132"
"924","999","14"
"925","227","105"
"926","944","191"
"927","320","180"
"928","297","178"
"929","109","17"
"930","418","195"
"931","188","98"
"932","148","173"
"933","111","200"
"934","177","182"
"935","765","61"
"936","561","107"
"937","705","63"
"938","935","34"
"939","814","143"
"940","354","12"
"941","294","14"
"942","848","178"
"943","60","61"
"944","582","98"
"945","211","14"
"946","65","173"
"947","107","195"
"948","123","200"
"949","271","98"
"950","726","117"
"951","871","180"
"952","459","173"
"953","192","17"
"954","605","14"
"955","902","43"
"956","812","195"
"957","787","73"
"958","594","35"
"959","788","0"
"960","599","61"
"961","191","153"
"962","586","17"
"963","646","172"
"964","819","106"
"965","14","57"
"966","773","165"
"967","376","173"
"968","622","63"
"969","976","12"
"970","993","61"
"971","117","4"
"972","501","195"
"973","476","73"
"974","849","105"
"975","511","98"
"976","522","14"
"977","144","105"
"978","770","173"
"979","193","187"
"980","582","12"
"981","283","173"
"982","384","120"
"983","833","63"
"984","494","98"
"985","797","200"
"986","429","14"
"987","82","105"
"988","365","17"
"989","282","63"
"990","888","98"
"991","412","62"
"992","906","68"
"993","770","153"
"994","687","176"
"995","357","73"
"996","476","105"
"997","914","12"
"998","916","17"
"999","62","61"
"1000","705","192"
"1001","990","155"
"1002","413","195"
"1003","346","14"
"1004","183","98"
"1005","456","61"
"1006","165","105"
"1007","35","14"
"1008","156","74"
"1009","285","178"
"1010","146","148"
"1011","887","111"
"1012","447","176"
"1013","511","173"
"1014","999","17"
"1015","679","178"
"1016","102","195"
"1017","831","12"
"1018","266","98"
"1019","199","63"
"1020","401","172"
"1021","841","153"
"1022","175","200"
"1023","584","9"
"1024","16","57"
"1025","437","12"
"1026","817","98"
"1027","200","173"
"1028","807","195"
"1029","55","4"
"1030","411","121"
"1031","410","57"
"1032","469","148"
"1033","822","173"
"1034","574","14"
"1035","185","195"
"1036","365","140"
"1037","695","74"
"1038","520","12"
"1039","127","122"
"1040","83","115"
"1041","651","67"
"1042","821","63"
"1043","211","132"
"1044","968","14"
"1045","349","98"
"1046","130","14"
"1047","149","140"
"1048","38","98"
"1049","675","153"
"1050","152","95"
"1051","900","98"
"1052","835","14"
"1053","601","61"
"1054","427","63"
"1055","524","14"
"1056","378","173"
"1057","589","98"
"1058","738","63"
"1059","362","148"
"1060","995","61"
"1061","598","106"
"1062","177","105"
"1063","176","41"
"1064","167","33"
"1065","1000","173"
"1066","818","131"
"1067","983","98"
"1068","518","61"
"1069","819","195"
"1070","120","111"
"1071","973","103"
"1072","991","165"
"1073","295","173"
"1074","571","105"
"1075","208","25"
"1076","912","61"
"1077","904","17"
"1078","748","81"
"1079","885","83"
"1080","42","17"
"1081","441","14"
"1082","278","98"
"1083","327","180"
"1084","212","173"
"1085","559","105"
"1086","220","140"
"1087","201","14"
"1088","734","144"
"1089","685","148"
"1090","593","17"
"1091","499","127"
"1092","672","98"
"1093","902","195"
"1094","606","173"
"1095","944","74"
"1096","361","98"
"1097","248","105"
"1098","435","153"
"1099","282","17"
"1100","755","98"
"1101","866","57"
"1102","591","195"
"1103","306","132"
"1104","523","173"
"1105","770","176"
"1106","799","105"
"1107","4","57"
"1108","676","17"
"1109","780","171"
"1110","496","172"
"1111","917","173"
"1112","633","74"
"1113","555","57"
"1114","512","14"
"1115","99","180"
"1116","50","98"
"1117","32","105"
"1118","188","41"
"1119","23","74"
"1120","252","61"
"1121","271","187"
"1122","379","131"
"1123","30","71"
"1124","947","83"
"1125","580","176"
"1126","415","17"
"1127","564","148"
"1128","583","105"
"1129","371","47"
"1130","598","192"
"1131","946","188"
"1132","930","14"
"1133","387","98"
"1134","76","98"
"1135","701","173"
"1136","97","43"
"1137","646","201"
"1138","692","165"
"1139","563","61"
"1140","938","98"
"1141","940","132"
"1142","627","98"
"1143","352","153"
"1144","497","176"
"1145","253","148"
"1146","626","180"
"1147","957","61"
"1148","106","74"
"1149","317","68"
"1150","85","43"
"1151","251","74"
"1152","789","73"
"1153","808","176"
"1154","607","14"
"1155","278","144"
"1156","336","148"
"1157","187","17"
"1158","874","61"
"1159","296","14"
"1160","125","200"
"1161","762","172"
"1162","316","98"
"1163","929","173"
"1164","581","17"
"1165","918","14"
"1166","5","98"
"1167","445","39"
"1168","22","156"
"1169","617","63"
"1170","67","173"
"1171","812","178"
"1172","399","98"
"1173","315","140"
"1174","213","14"
"1175","67","127"
"1176","618","173"
"1177","25","148"
"1178","629","195"
"1179","320","17"
"1180","485","173"
"1181","118","74"
"1182","235","195"
"1183","127","105"
"1184","54","200"
"1185","803","1"
"1186","823","74"
"1187","534","86"
"1188","240","61"
"1189","392","78"
"1190","391","14"
"1191","771","180"
"1192","512","74"
"1193","403","17"
"1194","482","98"
"1195","688","63"
"1196","236","165"
"1197","171","98"
"1198","942","14"
"1199","796","173"
"1200","999","63"
"1201","805","12"
"1202","210","105"
"1203","294","63"
"1204","907","161"
"1205","92","17"
"1206","605","63"
"1207","722","98"
"1208","482","12"
"1209","308","14"
"1210","460","180"
"1211","422","57"
"1212","327","140"
"1213","486","17"
"1214","778","197"
"1215","7","195"
"1216","173","132"
"1217","329","68"
"1218","227","91"
"1219","863","19"
"1220","619","14"
"1221","473","173"
"1222","485","153"
"1223","13","148"
"1224","290","144"
"1225","417","137"
"1226","641","195"
"1227","411","98"
"1228","573","73"
"1229","807","26"
"1230","137","200"
"1231","385","61"
"1232","805","98"
"1233","522","63"
"1234","90","195"
"1235","438","105"
"1236","367","191"
"1237","324","148"
"1238","726","17"
"1239","904","57"
"1240","945","98"
"1241","556","61"
"1242","496","132"
"1243","683","14"
"1244","781","172"
"1245","533","105"
"1246","747","34"
"1247","37","71"
"1248","231","90"
"1249","660","12"
"1250","505","140"
"1251","593","57"
"1252","88","61"
"1253","514","148"
"1254","222","105"
"1255","339","63"
"1256","106","200"
"1257","125","111"
"1258","987","57"
"1259","864","195"
"1260","634","98"
"1261","514","102"
"1262","743","12"
"1263","754","148"
"1264","607","74"
"1265","5","61"
"1266","616","105"
"1267","470","195"
"1268","909","43"
"1269","349","12"
"1270","289","14"
"1271","694","173"
"1272","898","153"
"1273","206","14"
"1274","553","195"
"1275","554","10"
"1276","717","98"
"1277","228","178"
"1278","302","44"
"1279","504","176"
"1280","650","63"
"1281","193","153"
"1282","782","136"
"1283","888","12"
"1284","600","14"
"1285","961","63"
"1286","256","63"
"1287","12","98"
"1288","595","74"
"1289","503","146"
"1290","973","86"
"1291","164","78"
"1292","386","8"
"1293","406","98"
"1294","371","173"
"1295","971","12"
"1296","938","61"
"1297","800","198"
"1298","44","131"
"1299","233","61"
"1300","421","176"
"1301","922","73"
"1302","844","105"
"1303","957","98"
"1304","517","14"
"1305","765","173"
"1306","311","178"
"1307","242","195"
"1308","139","105"
"1309","855","61"
"1310","755","12"
"1311","864","92"
"1312","646","98"
"1313","659","148"
"1314","16","17"
"1315","498","57"
"1316","576","25"
"1317","632","173"
"1318","878","63"
"1319","361","12"
"1320","484","63"
"1321","778","14"
"1322","499","1"
"1323","628","105"
"1324","280","132"
"1325","829","124"
"1326","531","34"
"1327","549","173"
"1328","695","14"
"1329","444","12"
"1330","24","98"
"1331","876","195"
"1332","14","195"
"1333","256","143"
"1334","778","180"
"1335","729","98"
"1336","650","17"
"1337","1","165"
"1338","34","156"
"1339","877","136"
"1340","418","98"
"1341","179","182"
"1342","322","68"
"1343","124","4"
"1344","860","173"
"1345","339","17"
"1346","155","173"
"1347","144","14"
"1348","56","131"
"1349","742","148"
"1350","296","74"
"1351","772","61"
"1352","733","17"
"1353","923","14"
"1354","900","124"
"1355","382","66"
"1356","777","173"
"1357","636","172"
"1358","107","98"
"1359","6","191"
"1360","379","74"
"1361","466","73"
"1362","776","66"
"1363","741","41"
"1364","501","98"
"1365","466","173"
"1366","947","172"
"1367","767","178"
"1368","422","17"
"1369","301","140"
"1370","529","63"
"1371","690","177"
"1372","472","17"
"1373","333","173"
"1374","674","195"
"1375","720","153"
"1376","172","59"
"1377","444","98"
"1378","135","63"
"1379","133","98"
"1380","995","98"
"1381","727","173"
"1382","161","17"
"1383","525","41"
"1384","363","195"
"1385","250","173"
"1386","725","139"
"1387","623","182"
"1388","112","61"
"1389","548","43"
"1390","723","105"
"1391","243","176"
"1392","840","63"
"1393","163","74"
"1394","790","14"
"1395","612","0"
"1396","644","173"
"1397","889","19"
"1398","56","154"
"1399","711","105"
"1400","757","63"
"1401","411","124"
"1402","569","34"
"1403","156","14"
"1404","603","195"
"1405","6","105"
"1406","958","165"
"1407","373","98"
"1408","206","63"
"1409","638","17"
"1410","52","195"
"1411","550","14"
"1412","400","105"
"1413","955","173"
"1414","637","153"
"1415","321","173"
"1416","456","98"
"1417","379","200"
"1418","462","91"
"1419","718","165"
"1420","421","73"
"1421","391","74"
"1422","327","17"
"1423","850","98"
"1424","861","14"
"1425","89","105"
"1426","10","173"
"1427","785","74"
"1428","885","14"
"1429","100","61"
"1430","275","123"
"1431","739","173"
"1432","66","17"
"1433","707","140"
"1434","375","195"
"1435","471","59"
"1436","730","165"
"1437","145","98"
"1438","494","61"
"1439","279","191"
"1440","215","148"
"1441","539","98"
"1442","428","173"
"1443","156","140"
"1444","686","172"
"1445","23","14"
"1446","647","165"
"1447","963","74"
"1448","326","90"
"1449","64","195"
"1450","743","29"
"1451","945","12"
"1452","645","14"
"1453","888","155"
"1454","267","105"
"1455","345","173"
"1456","149","17"
"1457","334","14"
"1458","90","9"
"1459","924","44"
"1460","298","148"
"1461","779","98"
"1462","24","121"
"1463","258","74"
"1464","745","63"
"1465","967","173"
"1466","792","111"
"1467","778","140"
"1468","105","173"
"1469","393","85"
"1470","351","63"
"1471","662","63"
"1472","806","105"
"1473","722","61"
"1474","17","61"
"1475","656","173"
"1476","577","178"
"1477","101","105"
"1478","168","14"
"1479","268","63"
"1480","873","14"
"1481","783","17"
"1482","759","57"
"1483","862","98"
"1484","971","178"
"1485","495","105"
"1486","562","14"
"1487","551","98"
"1488","416","173"
"1489","997","172"
"1490","962","147"
"1491","168","17"
"1492","654","148"
"1493","77","165"
"1494","710","178"
"1495","12","58"
"1496","875","191"
"1497","884","176"
"1498","562","17"
"1499","838","195"
"1500","279","105"
"1501","424","28"
"1502","49","200"
"1503","636","63"
"1504","334","140"
"1505","947","63"
"1506","380","98"
"1507","793","178"
"1508","260","25"
"1509","251","17"
"1510","388","165"
"1511","937","14"
"1512","396","63"
"1513","104","43"
"1514","774","98"
"1515","656","153"
"1516","948","173"
"1517","810","61"
"1518","86","173"
"1519","250","176"
"1520","372","200"
"1521","708","173"
"1522","69","98"
"1523","460","14"
"1524","454","67"
"1525","610","195"
"1526","937","91"
"1527","359","44"
"1528","32","148"
"1529","149","14"
"1530","491","17"
"1531","3","173"
"1532","341","74"
"1533","204","172"
"1534","463","98"
"1535","627","201"
"1536","625","173"
"1537","308","34"
"1538","152","98"
"1539","368","29"
"1540","196","105"
"1541","168","140"
"1542","703","98"
"1543","727","153"
"1544","469","191"
"1545","314","73"
"1546","873","140"
"1547","30","74"
"1548","151","134"
"1549","994","200"
"1550","881","61"
"1551","693","195"
"1552","590","105"
"1553","117","130"
"1554","404","61"
"1555","74","127"
"1556","125","74"
"1557","181","173"
"1558","71","195"
"1559","959","9"
"1560","382","195"
"1561","716","148"
"1562","163","134"
"1563","409","4"
"1564","93","61"
"1565","392","98"
"1566","391","34"
"1567","732","173"
"1568","327","14"
"1569","611","136"
"1570","98","173"
"1571","786","98"
"1572","475","75"
"1573","715","61"
"1574","949","14"
"1575","506","187"
"1576","336","68"
"1577","61","200"
"1578","524","180"
"1579","852","63"
"1580","688","83"
"1581","475","98"
"1582","345","76"
"1583","248","148"
"1584","777","67"
"1585","396","17"
"1586","869","98"
"1587","146","191"
"1588","882","148"
"1589","913","105"
"1590","42","74"
"1591","488","148"
"1592","790","17"
"1593","164","98"
"1594","384","200"
"1595","326","173"
"1596","315","14"
"1597","270","143"
"1598","612","63"
"1599","558","98"
"1600","571","148"
"1601","220","91"
"1602","720","173"
"1603","996","105"
"1604","857","75"
"1605","873","17"
"1606","574","140"
"1607","394","195"
"1608","177","148"
"1609","134","105"
"1610","733","14"
"1611","923","17"
"1612","587","173"
"1613","190","98"
"1614","761","148"
"1615","275","63"
"1616","797","57"
"1617","741","98"
"1618","383","176"
"1619","550","200"
"1620","586","63"
"1621","740","34"
"1622","356","12"
"1623","843","61"
"1624","276","173"
"1625","612","17"
"1626","750","106"
"1627","448","137"
"1628","156","200"
"1629","192","63"
"1630","1000","84"
"1631","898","173"
"1632","493","14"
"1633","109","195"
"1634","155","153"
"1635","596","12"
"1636","172","182"
"1637","301","17"
"1638","450","148"
"1639","469","105"
"1640","193","173"
"1641","760","61"
"1642","420","172"
"1643","55","61"
"1644","146","122"
"1645","897","63"
"1646","375","178"
"1647","961","14"
"1648","134","122"
"1649","824","98"
"1650","998","156"
"1651","189","157"
"1652","959","172"
"1653","694","153"
"1654","814","63"
"1655","513","98"
"1656","504","173"
"1657","194","183"
"1658","146","105"
"1659","907","98"
"1660","263","63"
"1661","824","12"
